ticker,stage,reason
MKC,scoring,score_below_min
O,scoring,score_below_min
T,scoring,score_below_min
WST,scoring,score_below_min
EXPE,scoring,score_below_min
ADBE,scoring,score_below_min
HUBB,scoring,score_below_min
KDP,scoring,score_below_min
IQV,scoring,score_below_min
EXPD,scoring,score_below_min
NWSA,scoring,score_below_min
ELV,scoring,score_below_min
UNP,scoring,score_below_min
MAS,scoring,score_below_min
KR,signal,stress_blocked
GE,scoring,score_below_min
CF,signal,stress_blocked
WM,scoring,score_below_min
JKHY,scoring,score_below_min
PM,scoring,score_below_min
DLTR,scoring,score_below_min
CTVA,signal,stress_blocked
BX,scoring,score_below_min
APH,scoring,score_below_min
NDSN,scoring,score_below_min
PH,scoring,score_below_min
USB,scoring,score_below_min
ALGN,scoring,score_below_min
PFG,scoring,score_below_min
EW,signal,stress_blocked
AIZ,scoring,score_below_min
INCY,scoring,score_below_min
NCLH,scoring,score_below_min
TMUS,scoring,score_below_min
EQT,scoring,score_below_min
MSI,scoring,score_below_min
INTU,scoring,score_below_min
HUM,scoring,score_below_min
GNRC,scoring,score_below_min
IBKR,scoring,score_below_min
EVRG,scoring,score_below_min
BLK,scoring,score_below_min
TSLA,scoring,score_below_min
CVS,scoring,score_below_min
TYL,scoring,score_below_min
EA,scoring,score_below_min
AJG,scoring,score_below_min
PLD,scoring,score_below_min
FISV,scoring,score_below_min
CPRT,scoring,score_below_min
PSA,signal,stress_blocked
SPGI,scoring,score_below_min
FTV,scoring,score_below_min
MCK,scoring,score_below_min
SBAC,scoring,score_below_min
NOW,scoring,score_below_min
TROW,scoring,score_below_min
MDT,scoring,score_below_min
APA,signal,stress_blocked
AMZN,scoring,score_below_min
HST,scoring,score_below_min
AOS,scoring,score_below_min
ERIE,scoring,score_below_min
AFL,scoring,score_below_min
WFC,scoring,score_below_min
ETN,scoring,score_below_min
SNDK,scoring,score_below_min
AVB,scoring,score_below_min
HSIC,scoring,score_below_min
EQIX,scoring,score_below_min
IVZ,scoring,score_below_min
CB,scoring,score_below_min
RTX,signal,stress_blocked
FIX,scoring,score_below_min
XYL,scoring,score_below_min
MTCH,scoring,score_below_min
JBL,scoring,score_below_min
IDXX,scoring,score_below_min
COO,scoring,score_below_min
LVS,scoring,score_below_min
GPN,scoring,score_below_min
CHD,signal,stress_blocked
ABNB,signal,stress_blocked
SNA,scoring,score_below_min
NDAQ,scoring,score_below_min
PCAR,scoring,score_below_min
PG,scoring,score_below_min
HON,scoring,score_below_min
WELL,scoring,score_below_min
AES,scoring,score_below_min
TT,scoring,score_below_min
DOV,scoring,score_below_min
CBOE,signal,stress_blocked
ADM,scoring,score_below_min
ALB,scoring,score_below_min
HIG,scoring,score_below_min
VICI,scoring,score_below_min
MET,scoring,score_below_min
CINF,scoring,score_below_min
AAPL,scoring,score_below_min
SYF,scoring,score_below_min
DD,scoring,score_below_min
AZO,scoring,score_below_min
AMAT,scoring,score_below_min
CL,scoring,score_below_min
AVY,scoring,score_below_min
INVH,scoring,score_below_min
EME,scoring,score_below_min
BEN,scoring,score_below_min
ALL,scoring,score_below_min
PCG,scoring,score_below_min
GL,scoring,score_below_min
FDX,scoring,score_below_min
ICE,scoring,score_below_min
CPB,scoring,score_below_min
CDNS,scoring,score_below_min
GPC,scoring,score_below_min
LUV,scoring,score_below_min
PEP,scoring,score_below_min
NUE,scoring,score_below_min
SWK,scoring,score_below_min
ISRG,scoring,score_below_min
EFX,scoring,score_below_min
CAH,scoring,score_below_min
QCOM,scoring,score_below_min
ESS,scoring,score_below_min
RF,scoring,score_below_min
CTAS,signal,stress_blocked
TRGP,scoring,score_below_min
KMB,scoring,score_below_min
IP,scoring,score_below_min
RSG,scoring,score_below_min
COF,scoring,score_below_min
DG,scoring,score_below_min
SYY,scoring,score_below_min
GOOGL,scoring,score_below_min
ROST,signal,stress_blocked
FFIV,scoring,score_below_min
UDR,scoring,score_below_min
AKAM,scoring,score_below_min
FOXA,scoring,score_below_min
IBM,scoring,score_below_min
SLB,scoring,score_below_min
HOOD,scoring,score_below_min
SO,scoring,score_below_min
MO,scoring,score_below_min
ETR,scoring,score_below_min
GEV,scoring,score_below_min
HOLX,signal,stress_blocked
DASH,scoring,score_below_min
ARE,scoring,score_below_min
CSX,scoring,score_below_min
AMGN,signal,stress_blocked
ROP,scoring,score_below_min
TKO,scoring,score_below_min
BK,scoring,score_below_min
CSCO,scoring,score_below_min
PAYC,scoring,score_below_min
CRL,scoring,score_below_min
PNR,scoring,score_below_min
DHI,scoring,score_below_min
FIS,scoring,score_below_min
PODD,scoring,score_below_min
UPS,scoring,score_below_min
XYZ,scoring,score_below_min
OXY,signal,stress_blocked
SNPS,scoring,score_below_min
NXPI,scoring,score_below_min
MAA,scoring,score_below_min
APTV,scoring,score_below_min
UAL,scoring,score_below_min
VZ,signal,stress_blocked
HAS,scoring,score_below_min
PAYX,scoring,score_below_min
RJF,scoring,score_below_min
WAB,scoring,score_below_min
PTC,scoring,score_below_min
PKG,scoring,score_below_min
OMC,scoring,score_below_min
CIEN,signal,stress_blocked
GS,scoring,score_below_min
SW,scoring,score_below_min
LEN,scoring,score_below_min
ZBH,scoring,score_below_min
ECL,scoring,score_below_min
DOW,signal,stress_blocked
META,scoring,score_below_min
MRSH,scoring,score_below_min
PNC,scoring,score_below_min
HCA,signal,stress_blocked
EL,scoring,score_below_min
DRI,scoring,score_below_min
CRM,scoring,score_below_min
DOC,scoring,score_below_min
MCD,scoring,score_below_min
BRK-B,scoring,score_below_min
VST,scoring,score_below_min
GRMN,scoring,score_below_min
AMD,scoring,score_below_min
PFE,scoring,score_below_min
Q,scoring,score_below_min
WY,scoring,score_below_min
SHW,scoring,score_below_min
HD,scoring,score_below_min
UHS,scoring,score_below_min
MCO,scoring,score_below_min
IR,scoring,score_below_min
DUK,signal,stress_blocked
COST,scoring,score_below_min
LNT,scoring,score_below_min
KEY,scoring,score_below_min
ACN,scoring,score_below_min
J,scoring,score_below_min
STZ,scoring,score_below_min
PGR,scoring,score_below_min
SCHW,scoring,score_below_min
WEC,scoring,score_below_min
TTD,scoring,score_below_min
SPG,scoring,score_below_min
MDLZ,scoring,score_below_min
CAG,scoring,score_below_min
AWK,scoring,score_below_min
WSM,scoring,score_below_min
LRCX,scoring,score_below_min
IEX,scoring,score_below_min
GD,signal,stress_blocked
APD,scoring,score_below_min
ACGL,scoring,score_below_min
PPG,scoring,score_below_min
TGT,signal,stress_blocked
TFC,scoring,score_below_min
NTRS,scoring,score_below_min
DPZ,scoring,score_below_min
XOM,scoring,score_below_min
NFLX,scoring,score_below_min
OKE,signal,stress_blocked
ED,scoring,score_below_min
EOG,scoring,score_below_min
EXC,signal,stress_blocked
MGM,scoring,score_below_min
WBD,scoring,score_below_min
TTWO,scoring,score_below_min
SMCI,scoring,score_below_min
FSLR,scoring,score_below_min
TJX,scoring,score_below_min
MRK,scoring,score_below_min
RMD,scoring,score_below_min
LHX,signal,stress_blocked
CMG,scoring,score_below_min
LMT,signal,stress_blocked
CCL,scoring,score_below_min
LYB,signal,stress_blocked
MS,scoring,score_below_min
VLTO,scoring,score_below_min
FICO,scoring,score_below_min
ON,scoring,score_below_min
TPR,scoring,score_below_min
ODFL,scoring,score_below_min
GLW,scoring,score_below_min
SOLV,scoring,score_below_min
HII,scoring,score_below_min
MTD,scoring,score_below_min
WRB,scoring,score_below_min
DVA,signal,stress_blocked
AXON,scoring,score_below_min
NWS,filters,"$ADV20 $37,625,030 < $50,000,000"
MSFT,scoring,score_below_min
CRWD,scoring,score_below_min
DXCM,scoring,score_below_min
EIX,scoring,score_below_min
VMC,scoring,score_below_min
GDDY,scoring,score_below_min
WDC,scoring,score_below_min
EXR,scoring,score_below_min
ROL,scoring,score_below_min
HPE,scoring,score_below_min
PWR,signal,stress_blocked
HPQ,scoring,score_below_min
FCX,scoring,score_below_min
KLAC,scoring,score_below_min
BIIB,scoring,score_below_min
TSCO,scoring,score_below_min
IFF,scoring,score_below_min
VRSK,scoring,score_below_min
WAT,scoring,score_below_min
CPAY,scoring,score_below_min
CCI,scoring,score_below_min
FDS,scoring,score_below_min
TRMB,scoring,score_below_min
HSY,scoring,score_below_min
ZTS,scoring,score_below_min
SJM,scoring,score_below_min
NOC,signal,stress_blocked
EPAM,scoring,score_below_min
ADI,scoring,score_below_min
TECH,scoring,score_below_min
IRM,scoring,score_below_min
BMY,signal,stress_blocked
BBY,scoring,score_below_min
RVTY,scoring,score_below_min
NSC,scoring,score_below_min
CTRA,signal,stress_blocked
ITW,scoring,score_below_min
CNC,scoring,score_below_min
UBER,scoring,score_below_min
MU,scoring,score_below_min
NVR,scoring,score_below_min
CTSH,scoring,score_below_min
URI,scoring,score_below_min
TXT,scoring,score_below_min
NI,signal,stress_blocked
PRU,scoring,score_below_min
LDOS,scoring,score_below_min
FE,signal,stress_blocked
VRTX,scoring,score_below_min
EG,scoring,score_below_min
KVUE,scoring,score_below_min
INTC,scoring,score_below_min
CRH,scoring,score_below_min
JCI,scoring,score_below_min
AXP,scoring,score_below_min
DHR,scoring,score_below_min
REG,scoring,score_below_min
WMT,scoring,score_below_min
BR,scoring,score_below_min
CSGP,scoring,score_below_min
EBAY,scoring,score_below_min
FANG,signal,stress_blocked
MOS,scoring,score_below_min
STT,scoring,score_below_min
FOX,scoring,score_below_min
EMR,scoring,score_below_min
LII,scoring,score_below_min
PSKY,scoring,score_below_min
DLR,signal,stress_blocked
LH,scoring,score_below_min
MSCI,scoring,score_below_min
BG,signal,stress_blocked
CVNA,scoring,score_below_min
AMP,scoring,score_below_min
AMCR,scoring,score_below_min
BSX,scoring,score_below_min
MLM,scoring,score_below_min
HWM,signal,stress_blocked
DTE,signal,stress_blocked
KO,scoring,score_below_min
KEYS,scoring,score_below_min
REGN,signal,stress_blocked
TRV,scoring,score_below_min
VTRS,scoring,score_below_min
STX,scoring,score_below_min
TDG,scoring,score_below_min
RCL,scoring,score_below_min
PYPL,scoring,score_below_min
LIN,scoring,score_below_min
TPL,signal,stress_blocked
DGX,scoring,score_below_min
CHTR,scoring,score_below_min
LOW,scoring,score_below_min
CDW,scoring,score_below_min
CMCSA,scoring,score_below_min
CMS,scoring,score_below_min
BAC,scoring,score_below_min
L,scoring,score_below_min
ABT,scoring,score_below_min
CNP,signal,stress_blocked
LYV,signal,stress_blocked
TXN,scoring,score_below_min
CME,signal,stress_blocked
COP,signal,stress_blocked
BA,scoring,score_below_min
BRO,scoring,score_below_min
V,scoring,score_below_min
MPC,signal,stress_blocked
CI,scoring,score_below_min
XEL,scoring,score_below_min
AON,scoring,score_below_min
SWKS,scoring,score_below_min
RL,scoring,score_below_min
STLD,scoring,score_below_min
MPWR,scoring,score_below_min
MAR,scoring,score_below_min
CVX,signal,stress_blocked
KIM,scoring,score_below_min
BKR,scoring,score_below_min
JNJ,scoring,score_below_min
WDAY,scoring,score_below_min
BXP,scoring,score_below_min
FAST,signal,stress_blocked
VRSN,scoring,score_below_min
SBUX,signal,stress_blocked
NVDA,scoring,score_below_min
STE,scoring,score_below_min
POOL,scoring,score_below_min
LLY,scoring,score_below_min
ANET,scoring,score_below_min
TMO,scoring,score_below_min
LW,scoring,score_below_min
CEG,scoring,score_below_min
NKE,scoring,score_below_min
WTW,scoring,score_below_min
GM,scoring,score_below_min
PNW,signal,stress_blocked
NEE,scoring,score_below_min
DDOG,scoring,score_below_min
D,scoring,score_below_min
IT,scoring,score_below_min
BF-B,scoring,score_below_min
JPM,scoring,score_below_min
PLTR,scoring,score_below_min
WMB,scoring,score_below_min
DECK,scoring,score_below_min
APO,scoring,score_below_min
SYK,scoring,score_below_min
MTB,scoring,score_below_min
KKR,scoring,score_below_min
APP,scoring,score_below_min
NRG,scoring,score_below_min
SRE,scoring,score_below_min
GWW,scoring,score_below_min
JBHT,scoring,score_below_min
ADSK,scoring,score_below_min
CPT,scoring,score_below_min
OTIS,scoring,score_below_min
WYNN,scoring,score_below_min
AEP,scoring,score_below_min
PPL,signal,stress_blocked
FITB,scoring,score_below_min
DVN,signal,stress_blocked
GIS,scoring,score_below_min
DAL,scoring,score_below_min
TDY,scoring,score_below_min
ULTA,scoring,score_below_min
C,scoring,score_below_min
FRT,scoring,score_below_min
HRL,scoring,score_below_min
ORCL,scoring,score_below_min
MCHP,scoring,score_below_min
PHM,scoring,score_below_min
A,scoring,score_below_min
AMT,scoring,score_below_min
BLDR,scoring,score_below_min
BALL,scoring,score_below_min
ALLE,scoring,score_below_min
KHC,scoring,score_below_min
AME,scoring,score_below_min
F,scoring,score_below_min
CLX,scoring,score_below_min
VTR,signal,stress_blocked
CAT,scoring,score_below_min
GEHC,scoring,score_below_min
PANW,scoring,score_below_min
TAP,scoring,score_below_min
ORLY,scoring,score_below_min
PSX,signal,stress_blocked
MA,scoring,score_below_min
MMM,scoring,score_below_min
MRNA,signal,stress_blocked
TER,scoring,score_below_min
GILD,scoring,score_below_min
AVGO,signal,stress_blocked
TEL,scoring,score_below_min
ADP,scoring,score_below_min
CARR,scoring,score_below_min
MNST,scoring,score_below_min
CMI,scoring,score_below_min
AIG,scoring,score_below_min
DIS,scoring,score_below_min
ES,scoring,score_below_min
PEG,scoring,score_below_min
FTNT,signal,stress_blocked
COR,scoring,score_below_min
EQR,scoring,score_below_min
LULU,scoring,score_below_min
CFG,scoring,score_below_min
DE,scoring,score_below_min
BAX,scoring,score_below_min
NEM,scoring,score_below_min
BDX,scoring,score_below_min
CHRW,scoring,score_below_min
HAL,scoring,score_below_min
DELL,scoring,score_below_min
ABBV,scoring,score_below_min
EXE,scoring,score_below_min
ARES,scoring,score_below_min
ZBRA,scoring,score_below_min
AEE,scoring,score_below_min
TSN,scoring,score_below_min
GEN,scoring,score_below_min
ATO,signal,stress_blocked
CBRE,scoring,score_below_min
BKNG,scoring,score_below_min
MOH,scoring,score_below_min
YUM,scoring,score_below_min
ROK,scoring,score_below_min
VLO,signal,stress_blocked
NTAP,scoring,score_below_min
KMI,scoring,score_below_min
COIN,scoring,score_below_min
HBAN,scoring,score_below_min
GOOG,scoring,score_below_min
UNH,scoring,score_below_min
HLT,scoring,score_below_min
